airline_sentiment_Index,features,rawPrediction,probability,prediction
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[62,243,301,311,330,345,416,646,726,767,782,790,845,862,944],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6526393658947656,0.6636105242938732,-1.316249890188638]}","{""vectorType"":""dense"",""length"":3,""values"":[0.46497713079550873,0.4701065549612167,0.06491631424327453]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,81,146,198,227,297,305,514,663,820,826],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.1449493863167586,-0.5572055775357206,-1.5877438087810372]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9165994008974725,0.06146792872268994,0.02193267037983768]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[42,99,172,211,243,275,330,404,527,742,815],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9736328623634718,-0.33775186889274167,-1.6358809934707306]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8879505046228121,0.08801711393860635,0.024032381438581364]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,518,941,957],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.21610484210639963,0.3892995702543907,-0.17319472814799106]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25800878601101623,0.47267027434888526,0.26932093964009857]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,389,411,594,736,779,892],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7110881509960427,-0.5119652296775431,-1.1991229213185]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8600358538009973,0.09312295327202526,0.046841192926977526]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,456,480,490,574,673,681,751,937,952,998],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5252007249397737,-0.5718960565649271,-0.9533046683748467]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8287194756689994,0.10177707960570605,0.06950344472529452]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,330,335,697,958],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.4463199799657948,0.11825812427134066,0.32806185569445395]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20292387348159552,0.35688335991475184,0.4401927666036526]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,750,958],""values"":[1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.8221339203788933,-0.4648699610449839,1.287003881423877]}","{""vectorType"":""dense"",""length"":3,""values"":[0.09371591794152694,0.13395876331431397,0.7723253187441591]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[57,79,209,330,365,536,678,944,958],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.5860679322719244,-0.020569829503248982,0.6066377617751733]}","{""vectorType"":""dense"",""length"":3,""values"":[0.16511700305315735,0.290659487155594,0.5442235097912487]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[1,252,297,372,480,511,687],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.17180458073261368,-0.870683276101517,0.6988786953689032]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3282406659737641,0.11572992227124404,0.5560294117549919]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[136,330,354,426,496,611,682,734,839,868,882,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.9488990487894868,-0.8616548886977585,1.810553937487245]}","{""vectorType"":""dense"",""length"":3,""values"":[0.055921012900199685,0.06101894387159544,0.8830600432282049]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[112,152,238,252,367,409,445,560,590,593,868],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0590353382540942,0.021360258343861238,-1.080395596597955]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6793481919783024,0.24067770560969592,0.07997410241200155]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[22,152,182,252,330,372,406,413,507,524,560,822,853,967],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3202659203239995,-1.5408091244234052,0.2205432040994057]}","{""vectorType"":""dense"",""length"":3,""values"":[0.719336161600201,0.04115122699034158,0.23951261140945748]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[114,162,323,377,426,560],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8790600403094382,0.19851051079180848,-1.0775705511012468]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6069167269061077,0.30730540700050873,0.0857778660933836]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,372,423,553,560,661,736],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.0817674456301012,-0.2755363443528902,-0.806231101277211]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7098601435402921,0.1826851500781145,0.10745470638159323]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[117,330],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.05522742728155769,0.4083901573266988,-0.353162730045141]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3001052543575794,0.47711180029280276,0.22278294534961784]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,202,229,330,513,527,566,633,955,988],""values"":[1,1,1,1,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[1.254352018529698,-1.0258333509172317,-0.22851866761246567]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7523037059893649,0.0769345251440181,0.170761768866617]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[87,133,166,167,236,332,340,429,505,736,791],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.264410625180394,-1.7146432732822703,-0.5497673518981235]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9270785006038873,0.017339451623993144,0.05558204777211949]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[70,134,152,195,262,297,532,653,804,980],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.059864052018548275,1.4359227815320255,-1.4957868335505735]}","{""vectorType"":""dense"",""length"":3,""values"":[0.1934116912985303,0.7657683907647016,0.0408199179367682]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[536,611,632,736,737,790,796],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3063656214575023,-0.5122488277448661,-0.7941167937126365]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7784234901217664,0.12629952376159212,0.09527698611664155]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[15,43,240,387,439,536,571,736,791,792,815,835,878,880],""values"":[1,1,1,1,1,1,1,1,1,1,2,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6433774262880474,0.3448217603043723,-0.9881991865924193]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5161263963129806,0.3829084871159054,0.10096511657111402]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[12,173,344,494,533,707,736,778,970],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.1945305179065446,-0.7342840490797605,-0.46024646882678455]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7482481413130657,0.10873569223934568,0.14301616644758872]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[131,330,701,958],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7356606400094976,0.09474496074649935,0.6409156792629978]}","{""vectorType"":""dense"",""length"":3,""values"":[0.13782523785951808,0.31620542801898294,0.5459693341214988]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,158,228,365,523,560,661,737,958],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.41622168661441966,-0.3351085750264643,-0.08111311158795548]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4807951331871987,0.2268096227276762,0.292395244085125]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[37,121,162,176,406,456,522,536,576,604,736,779,790,852,883,903,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.494180988365504,-1.203815612856276,-0.29036537550922875]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8095766543822382,0.05451712436811797,0.13590622124964374]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,297,367,395,485,689,781,858,944],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.20112228391924186,0.5163026227063322,-0.31518033878708995]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25371979759174484,0.5199098367252941,0.22637036568296112]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,385,433,498,505,557,602,736,748,750],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5816667882918776,-0.9480875188356311,0.36642073054375285]}","{""vectorType"":""dense"",""length"":3,""values"":[0.49433201776964725,0.10706681566562934,0.39860116656472333]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,61,99,166,319,626,699,712,736,870,876,956,989],""values"":[2,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[3.0263136887405575,-1.8040258606928763,-1.2222878280476808]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9782170566512083,0.007809899028607433,0.013973044320184265]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[45,162,315,330,450,477,609,712,736,783,791,951],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.325554521274397,-0.674049109225373,-1.6515054120490233]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9358498654534516,0.04661169302578738,0.01753844152076079]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,234,252,413,430,496,544,663,674,881,899,954],""values"":[1,1,1,2,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.998437095947204,-0.8562473214808765,-0.14218977446632708]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6774512737025099,0.10602269892669294,0.21652602737079724]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,40,159,330,355,450,487,518,712,809,932,937,953,993],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.39845028384931,-0.5743880306100225,-1.8240622532392876]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9382450294469866,0.04799864713660814,0.013756323416405236]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[232,481,560,703,807,817],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.009303701571298173,0.4595906418875725,-0.4502869403162743]}","{""vectorType"":""dense"",""length"":3,""values"":[0.30848681619726104,0.49303168941644476,0.19848149438629428]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,422,644,887,909,928,936],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.06728312625212038,1.3804613835629977,-1.447744509815118]}","{""vectorType"":""dense"",""length"":3,""values"":[0.20252041785104954,0.7529651669268724,0.04451441522207812]}",1
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[79,426,445,736,862,874,933,956,966,993],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.0225646066471747,-1.1763147125802953,-0.8462498940668799]}","{""vectorType"":""dense"",""length"":3,""values"":[0.911100221375686,0.037180096749003244,0.051719681875310584]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,792,808,958],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3528113791580095,-0.08531955042644668,0.4381309295844557]}","{""vectorType"":""dense"",""length"":3,""values"":[0.22162351186705193,0.2895916648376809,0.4887848232952672]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,903,942,996],""values"":[1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7426677243133049,0.08711579048985951,-0.8297835148031641]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5791423227613711,0.30066488974010913,0.12019278749851967]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,133,168,273,443,689,768,874],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7748278116594194,-0.3977725952562853,1.1726004069157046]}","{""vectorType"":""dense"",""length"":3,""values"":[0.10561201808736731,0.15398071831765436,0.7404072635949782]}",2
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[273,292,373,417,455,736],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.773811802605846,-0.23518934069724384,-0.5386224619086023]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6120898747052922,0.2231575406884825,0.1647525846062252]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[117,354,400,533,560,805],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5933415475502986,0.07753442979604502,-0.6708759773463434]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5320624097218165,0.31765112083049973,0.15028646944768373]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,157,391,392,458,518,536,560,842,903,913],""values"":[1,1,1,1,1,1,1,1,1,1,2]}","{""vectorType"":""dense"",""length"":3,""values"":[1.181596021064339,-0.012556905629975135,-1.1690391154343636]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7151699277729979,0.21666822120404092,0.06816185102296114]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[97,303,365,406,426,533,661,712,736,801,844,965],""values"":[1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5218189409102756,0.03351888766003208,-1.555337828570308]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7862585787998686,0.17750267260613736,0.03623874859399397]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[2,72,117,440,471,490,684,783,836,870,899,931,989],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4487868620462843,0.8478675409706861,-1.2966544030169707]}","{""vectorType"":""dense"",""length"":3,""values"":[0.3752314516890051,0.5592651663029521,0.06550338200804262]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[54,273,330,350,372,525,537,831],""values"":[1,1,2,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.043534893843238276,0.23111540502211658,-0.27465029886535486]}","{""vectorType"":""dense"",""length"":3,""values"":[0.34085539582190383,0.4111831926296965,0.2479614115483998]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,112,128,182,330,423,457,477,687,771,869,904,911],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6090708195161278,-1.1859824328495416,0.5769116133334136]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4685001558901056,0.07782659276158797,0.45367325134830633]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[192,560,568,667,801],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.37924298106533694,0.9501349734273598,-1.3293779544926962]}","{""vectorType"":""dense"",""length"":3,""values"":[0.33887272467771595,0.5997522095415895,0.061375065780694564]}",1
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[10,198,330,446,459,602,621,723,826,846,892,904,931,958],""values"":[1,1,1,1,1,1,1,1,1,1,2,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.39343451863776396,-0.747141075446006,0.3537065568082421]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4384645989695735,0.1401486272021867,0.42138677382823975]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[413,429,538,560,564,712,904,967],""values"":[1,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.004914071962307,-0.4776585514406547,-1.527255520521652]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8986587329848221,0.07506322299054215,0.026278044024635707]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[40,42,174,295,297,523,557,660,699,792,825],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4534481497630901,0.025711858974134416,-0.47916000873722475]}","{""vectorType"":""dense"",""length"":3,""values"":[0.48887579775634815,0.3187388686900331,0.19238533355361892]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[301,372,373,433,533,661,675,683,736,783,999],""values"":[1,1,1,2,1,1,1,1,2,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.375013271006914,-0.2769225241273482,-2.0980907468795658]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9242772742855897,0.065175022946062,0.010547702768348297]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[103,252,325,401,413,560,623,727,737,758,855,860,884],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8263032589016353,-0.594657650778838,-1.231645608122797]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8804210542270229,0.07821327217620945,0.04136567359676751]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,103,267,560,609,750,779,855],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25034102121052293,-0.13411815419639717,-0.1162228670141256]}","{""vectorType"":""dense"",""length"":3,""values"":[0.42124230704741367,0.2867896567919637,0.2919680361606225]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[7,37,81,138,168,175,240,372,388,391,434,617,668,736,778],""values"":[1,1,1,1,1,1,1,3,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7920912052980644,-0.9494367803638363,0.15734557506577124]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5863992718626801,0.10276788723137506,0.31083284090594476]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[66,81,104,112,257,261,415,512,560,815],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.8707765000847745,-0.7583776736519666,-1.112398826432808]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8906533644765697,0.0642512473147789,0.04509538820865124]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[144,196,211,433,525,560,661,707,729,758,814,858,863,882,913],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.490420570434301,-0.7595869181993541,-0.7308336522349463]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8238104894744642,0.08682833654850049,0.08936117397703526]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[8,29,47,252,259,406,475,560,635,678,712,995,997],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.957056163032148,-0.40557856462749875,-1.5514775984046494]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8895906282967507,0.08377433209972618,0.026635039603523123]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[159,254,282,426,469,560,611,681,687,712,733,763,771,792,805,934,943,964,995],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4757014948178282,-1.0588180599366495,0.5831165651188208]}","{""vectorType"":""dense"",""length"":3,""values"":[0.42937702691084406,0.09255618160232772,0.4780667914868284]}",2
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[9,263,322,330,480,556,590,757,855,875,891,923],""values"":[1,1,1,1,1,2,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.3622623239827418,-0.35634000141491484,-1.0059223225678273]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7855662075657263,0.140865060710481,0.07356873172379286]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,262,263,282,330,336,560,566,603,661,736,869,897,955],""values"":[1,1,1,1,1,1,1,1,1,2,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.331688502355962,-0.7811654259867681,-1.5505230763691928]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9388974429887806,0.04175638298613226,0.01934617402508712]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[260,297,348,549,682,791],""values"":[1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.7166054158427688,0.25897599674051064,0.45762941910225813]}","{""vectorType"":""dense"",""length"":3,""values"":[0.14517211423916376,0.3850993857715936,0.4697284999892427]}",2
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,48,73,287,426,602,661,736,801],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9646912456381733,-0.7789357094880297,-1.1857555361501437]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9032040199473497,0.058109055278281405,0.038686924774368976]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[29,54,121,499,560,702,815,870,989],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.718577161328241,0.06385978912338064,-0.7824369504516215]}","{""vectorType"":""dense"",""length"":3,""values"":[0.5738904341441802,0.2981870948637472,0.12792247099207257]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[95,159,172,252,307,401,413,490,560,596,617,626,778,860,895],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[2.2886146429803067,-0.8002740297170393,-1.488340613263267]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9359397562714276,0.04263444261739998,0.021425801111172548]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[79,158,297,378,532,837,958],""values"":[1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.26854009568620746,-0.19793552657940683,-0.07060456910680091]}","{""vectorType"":""dense"",""length"":3,""values"":[0.4274256316127054,0.26808515962705204,0.3044892087602426]}",0
2,"{""vectorType"":""sparse"",""length"":1000,""indices"":[297,944],""values"":[1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[-0.3697647242800436,0.2818711474553095,0.08789357682473448]}","{""vectorType"":""dense"",""length"":3,""values"":[0.22226934959420724,0.42646308277649975,0.3512675676292932]}",1
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[21,53,133,466,474,527,560,581,616,659,809,847,892,904,952],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.473030192160054,-0.5279550190118172,-0.9450751731482367]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8167984292684309,0.1104327935374227,0.07276877719414632]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[44,276,307,330,341,357,389,527,892],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.6992485362775351,-0.9514849788418415,-0.7477635574356936]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8641912870380276,0.061011393548434385,0.07479731941353798]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[99,304,330,736,749],""values"":[1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.785948250343881,-0.3169276886174801,-0.46902056172640133]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6184292352391558,0.20526602746422973,0.1763047372966144]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[38,146,150,198,264,267,736,779,850,885],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.5002349729680229,-0.6295716894282003,-0.8706632835398223]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8249075447477542,0.09804873497134656,0.07704372028089936]}",0
1,"{""vectorType"":""sparse"",""length"":1000,""indices"":[330,337,372,470,537,560,892,945],""values"":[1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9845814076079011,-0.21832826006037054,-0.7662531475475303]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6784499443190543,0.20375148386202746,0.11779857181891831]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[100,114,193,211,420,660,662,736,756,815,899],""values"":[1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.7753974737912854,0.39297897738974974,-2.168376451181036]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7871872346513864,0.1975610465548497,0.01525171879376383]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[64,151,235,301,372,492,560,799,823,836,863,869,894,895],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.2789999164804653,-0.535386411538592,-0.7436135049418726]}","{""vectorType"":""dense"",""length"":3,""values"":[0.7720534553466168,0.12579674408894775,0.10214980056443557]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[212,389,411,537,736,807,892,928,952],""values"":[1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.9154025847373843,-0.1062891825954625,-1.8091134021419217]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8646360349210331,0.11450481587730002,0.020859149201666986]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[18,47,53,99,430,510,533,560,642,671,704,789,823,901],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,2,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.9562998520638357,-0.3598581005575098,-0.5964417515063258]}","{""vectorType"":""dense"",""length"":3,""values"":[0.6757530705968618,0.1812123914050694,0.1430345379980687]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[59,203,252,295,330,413,447,465,469,525,560,763,958],""values"":[1,1,1,1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[0.25632516919184983,-0.1840988220968669,-0.07222634709498216]}","{""vectorType"":""dense"",""length"":3,""values"":[0.42306029754287194,0.27235074110665775,0.30458896135047037]}",0
0,"{""vectorType"":""sparse"",""length"":1000,""indices"":[241,284,289,358,515,628,661,704,736,996],""values"":[1,1,1,1,1,1,1,1,1,1]}","{""vectorType"":""dense"",""length"":3,""values"":[1.712271128748587,-0.7143569188736475,-0.9979142098749394]}","{""vectorType"":""dense"",""length"":3,""values"":[0.8659068245608316,0.07648917765523079,0.05760399778393769]}",0
